Year,Geography,Tenure,Age_Group,Household_Count,Avg_Household_Size,Median_Household_Size
1981,British Columbia,Total - Tenure,15 to 24 years,83350.0,2.01,2.0
1981,British Columbia,Total - Tenure,25 to 34 years,245400.0,2.81,3.0
1981,British Columbia,Total - Tenure,35 to 44 years,187585.0,3.6,4.0
1981,British Columbia,Total - Tenure,45 to 54 years,156345.0,3.24,3.0
1981,British Columbia,Total - Tenure,55 to 64 years,143555.0,2.31,2.0
1981,British Columbia,Total - Tenure,65 to 74 years,115760.0,1.8,2.0
1981,British Columbia,Total - Tenure,75 years and over,64650.0,1.53,1.01
1981,British Columbia,Owner,Total - Age group of primary household maintainer,641450.0,3.03,3.0
1981,British Columbia,Owner,15 to 24 years,16970.0,2.43,2.02
1981,British Columbia,Owner,25 to 34 years,130290.0,3.29,3.02
1981,British Columbia,Owner,35 to 44 years,139815.0,3.9,4.0
1981,British Columbia,Owner,45 to 54 years,124205.0,3.47,3.02
1981,British Columbia,Owner,55 to 64 years,111335.0,2.47,2.02
1981,British Columbia,Owner,65 to 74 years,82300.0,1.95,2.0
1981,British Columbia,Owner,75 years and over,36540.0,1.71,2.0
1981,British Columbia,Renter,Total - Age group of primary household maintainer,355195.0,2.06,2.0
1981,British Columbia,Renter,15 to 24 years,66380.0,1.9,2.0
1981,British Columbia,Renter,25 to 34 years,115110.0,2.26,2.0
1981,British Columbia,Renter,35 to 44 years,47765.0,2.72,2.02
1981,British Columbia,Renter,45 to 54 years,32145.0,2.35,2.0
1981,British Columbia,Renter,55 to 64 years,32220.0,1.74,1.01
1981,British Columbia,Renter,65 to 74 years,33460.0,1.42,1.01
1981,British Columbia,Renter,75 years and over,28110.0,1.29,1.01
1981,Yukon,Total - Tenure,Total - Age group of primary household maintainer,7590.0,2.94,3.0
1981,Yukon,Total - Tenure,15 to 24 years,895.0,2.33,2.02
1981,Yukon,Total - Tenure,25 to 34 years,2660.0,2.89,3.0
1981,Yukon,Total - Tenure,35 to 44 years,1830.0,3.6,4.0
1981,Yukon,Total - Tenure,45 to 54 years,1105.0,3.16,3.0
1981,Yukon,Total - Tenure,55 to 64 years,650.0,2.47,2.0
1981,Yukon,Total - Tenure,65 to 74 years,325.0,1.96,2.0
1981,Yukon,Total - Tenure,75 years and over,135.0,1.66,1.01
1981,Yukon,Owner,Total - Age group of primary household maintainer,4000.0,3.21,3.0
1981,Yukon,Owner,15 to 24 years,180.0,2.62,2.02
1981,Yukon,Owner,25 to 34 years,1275.0,3.12,3.0
1981,Yukon,Owner,35 to 44 years,1150.0,3.75,4.0
1981,Yukon,Owner,45 to 54 years,685.0,3.4,3.02
1981,Yukon,Owner,55 to 64 years,435.0,2.71,2.02
1981,Yukon,Owner,65 to 74 years,205.0,2.12,2.0
1981,Yukon,Owner,75 years and over,65.0,1.92,2.0
1981,Yukon,Renter,Total - Age group of primary household maintainer,3590.0,2.63,2.02
1981,Yukon,Renter,15 to 24 years,710.0,2.26,2.02
1981,Yukon,Renter,25 to 34 years,1385.0,2.67,2.02
1981,Yukon,Renter,35 to 44 years,680.0,3.34,3.02
1981,Yukon,Renter,45 to 54 years,420.0,2.77,2.02
1981,Yukon,Renter,55 to 64 years,215.0,1.99,2.0
1981,Yukon,Renter,65 to 74 years,120.0,1.68,1.01
1981,Yukon,Renter,75 years and over,70.0,1.44,1.01
1981,Northwest Territories,Total - Tenure,Total - Age group of primary household maintainer,11530.0,3.8,3.02
1981,Northwest Territories,Total - Tenure,15 to 24 years,1375.0,2.41,2.0
1981,Northwest Territories,Total - Tenure,25 to 34 years,4105.0,3.26,3.02
1981,Northwest Territories,Total - Tenure,35 to 44 years,2545.0,4.51,4.04
1981,Northwest Territories,Total - Tenure,45 to 54 years,1750.0,4.86,4.04
1981,Northwest Territories,Total - Tenure,55 to 64 years,1035.0,4.36,4.0
1981,Northwest Territories,Total - Tenure,65 to 74 years,510.0,3.84,3.0
1981,Northwest Territories,Total - Tenure,75 years and over,210.0,3.42,3.0
1981,Northwest Territories,Owner,Total - Age group of primary household maintainer,2615.0,3.9,4.0
1981,Northwest Territories,Owner,15 to 24 years,125.0,2.84,2.02
1981,Northwest Territories,Owner,25 to 34 years,735.0,3.46,3.02
1981,Northwest Territories,Owner,35 to 44 years,640.0,4.28,4.04
1981,Northwest Territories,Owner,45 to 54 years,495.0,4.55,4.0
1981,Northwest Territories,Owner,55 to 64 years,335.0,3.97,3.02
1981,Northwest Territories,Owner,65 to 74 years,180.0,3.54,3.0
1981,Northwest Territories,Owner,75 years and over,105.0,3.36,3.0
1981,Northwest Territories,Renter,Total - Age group of primary household maintainer,8915.0,3.77,3.02
1981,Northwest Territories,Renter,15 to 24 years,1245.0,2.36,2.0
1981,Northwest Territories,Renter,25 to 34 years,3370.0,3.21,3.0
1981,Northwest Territories,Renter,35 to 44 years,1910.0,4.59,4.04
1981,Northwest Territories,Renter,45 to 54 years,1260.0,4.97,5.0
1981,Northwest Territories,Renter,55 to 64 years,705.0,4.54,4.0
1981,Northwest Territories,Renter,65 to 74 years,330.0,4.0,3.02
1981,Northwest Territories,Renter,75 years and over,100.0,3.48,3.0
1981,St. John's,Total - Tenure,Total - Age group of primary household maintainer,43305.0,3.48,3.02
1981,St. John's,Total - Tenure,15 to 24 years,2975.0,2.41,2.02
1981,St. John's,Total - Tenure,25 to 34 years,12115.0,3.35,3.02
1981,St. John's,Total - Tenure,35 to 44 years,9275.0,4.35,4.04
1981,St. John's,Total - Tenure,45 to 54 years,6700.0,4.3,4.04
1981,St. John's,Total - Tenure,55 to 64 years,6065.0,3.26,3.0
1981,St. John's,Total - Tenure,65 to 74 years,4495.0,2.38,2.0
1981,St. John's,Total - Tenure,75 years and over,1685.0,1.97,2.0
1981,St. John's,Owner,Total - Age group of primary household maintainer,30105.0,3.74,4.0
1981,St. John's,Owner,15 to 24 years,665.0,2.71,3.0
1981,St. John's,Owner,25 to 34 years,7390.0,3.6,4.0
1981,St. John's,Owner,35 to 44 years,7170.0,4.48,4.04
1981,St. John's,Owner,45 to 54 years,5440.0,4.42,4.04
1981,St. John's,Owner,55 to 64 years,5040.0,3.43,3.0
1981,St. John's,Owner,65 to 74 years,3265.0,2.58,2.02
1981,St. John's,Owner,75 years and over,1135.0,2.18,2.0
1981,St. John's,Renter,Total - Age group of primary household maintainer,13200.0,2.88,3.0
1981,St. John's,Renter,15 to 24 years,2310.0,2.33,2.02
1981,St. John's,Renter,25 to 34 years,4720.0,2.96,3.0
1981,St. John's,Renter,35 to 44 years,2105.0,3.92,4.0
1981,St. John's,Renter,45 to 54 years,1260.0,3.76,3.02
1981,St. John's,Renter,55 to 64 years,1020.0,2.43,2.0
1981,St. John's,Renter,65 to 74 years,1225.0,1.85,2.0
1981,St. John's,Renter,75 years and over,550.0,1.55,1.01
1981,Halifax,Total - Tenure,Total - Age group of primary household maintainer,93965.0,2.86,3.0
1981,Halifax,Total - Tenure,15 to 24 years,9515.0,2.05,2.0
1981,Halifax,Total - Tenure,25 to 34 years,26330.0,2.79,3.0
1981,Halifax,Total - Tenure,35 to 44 years,18615.0,3.73,4.0
1981,Halifax,Total - Tenure,45 to 54 years,14165.0,3.54,3.02
1981,Halifax,Total - Tenure,55 to 64 years,12335.0,2.61,2.02
1981,Halifax,Total - Tenure,65 to 74 years,8805.0,1.99,2.0
1981,Halifax,Total - Tenure,75 years and over,4200.0,1.68,1.01
1981,Halifax,Owner,Total - Age group of primary household maintainer,52250.0,3.34,3.02
1981,Halifax,Owner,15 to 24 years,975.0,2.58,2.02
1981,Halifax,Owner,25 to 34 years,11805.0,3.31,3.02
1981,Halifax,Owner,35 to 44 years,12940.0,4.07,4.0
1981,Halifax,Owner,45 to 54 years,10260.0,3.82,4.0
1981,Halifax,Owner,55 to 64 years,8690.0,2.83,2.02
1981,Halifax,Owner,65 to 74 years,5360.0,2.25,2.0
1981,Halifax,Owner,75 years and over,2225.0,1.93,2.0
1981,Halifax,Renter,Total - Age group of primary household maintainer,41710.0,2.27,2.0
1981,Halifax,Renter,15 to 24 years,8545.0,1.99,2.0
1981,Halifax,Renter,25 to 34 years,14530.0,2.36,2.02
1981,Halifax,Renter,35 to 44 years,5675.0,2.94,3.0
1981,Halifax,Renter,45 to 54 years,3910.0,2.78,2.02
1981,Halifax,Renter,55 to 64 years,3645.0,2.07,2.0
1981,Halifax,Renter,65 to 74 years,3445.0,1.59,1.01
1981,Halifax,Renter,75 years and over,1975.0,1.41,1.01
1981,Saint John,Total - Tenure,Total - Age group of primary household maintainer,37180.0,2.96,3.0
1981,Saint John,Total - Tenure,15 to 24 years,3060.0,2.25,2.0
1981,Saint John,Total - Tenure,25 to 34 years,9075.0,3.13,3.02
1981,Saint John,Total - Tenure,35 to 44 years,6610.0,4.04,4.0
1981,Saint John,Total - Tenure,45 to 54 years,5575.0,3.63,3.02
1981,Saint John,Total - Tenure,55 to 64 years,5755.0,2.61,2.02
1981,Saint John,Total - Tenure,65 to 74 years,4460.0,1.91,2.0
1981,Saint John,Total - Tenure,75 years and over,2645.0,1.68,2.0
1981,Saint John,Owner,Total - Age group of primary household maintainer,21520.0,3.36,3.02
1981,Saint John,Owner,15 to 24 years,410.0,2.89,3.0
1981,Saint John,Owner,25 to 34 years,4615.0,3.61,4.0
1981,Saint John,Owner,35 to 44 years,4825.0,4.28,4.04
1981,Saint John,Owner,45 to 54 years,3905.0,3.93,4.0
1981,Saint John,Owner,55 to 64 years,3890.0,2.78,2.02
1981,Saint John,Owner,65 to 74 years,2575.0,2.09,2.0
1981,Saint John,Owner,75 years and over,1290.0,1.83,2.0
1981,Saint John,Renter,Total - Age group of primary household maintainer,15660.0,2.41,2.0
1981,Saint John,Renter,15 to 24 years,2650.0,2.15,2.0
1981,Saint John,Renter,25 to 34 years,4460.0,2.64,2.02
1981,Saint John,Renter,35 to 44 years,1785.0,3.39,3.02
1981,Saint John,Renter,45 to 54 years,1675.0,2.94,2.02
1981,Saint John,Renter,55 to 64 years,1855.0,2.26,2.0
1981,Saint John,Renter,65 to 74 years,1880.0,1.66,1.01
1981,Saint John,Renter,75 years and over,1355.0,1.53,1.01
1981,Chicoutimi-Jonquière,Total - Tenure,Total - Age group of primary household maintainer,40320.0,3.3,3.02
1981,Chicoutimi-Jonquière,Total - Tenure,15 to 24 years,2780.0,2.18,2.0
1981,Chicoutimi-Jonquière,Total - Tenure,25 to 34 years,11185.0,3.12,3.0
1981,Chicoutimi-Jonquière,Total - Tenure,35 to 44 years,8690.0,3.97,4.0
1981,Chicoutimi-Jonquière,Total - Tenure,45 to 54 years,7060.0,4.07,4.0
1981,Chicoutimi-Jonquière,Total - Tenure,55 to 64 years,6055.0,3.13,3.0
1981,Chicoutimi-Jonquière,Total - Tenure,65 to 74 years,3295.0,2.29,2.0
1981,Chicoutimi-Jonquière,Total - Tenure,75 years and over,1260.0,2.05,2.0
1981,Chicoutimi-Jonquière,Owner,Total - Age group of primary household maintainer,25090.0,3.76,4.0
1981,Chicoutimi-Jonquière,Owner,15 to 24 years,390.0,2.74,2.02
1981,Chicoutimi-Jonquière,Owner,25 to 34 years,6015.0,3.57,4.0
1981,Chicoutimi-Jonquière,Owner,35 to 44 years,6460.0,4.24,4.04
1981,Chicoutimi-Jonquière,Owner,45 to 54 years,5400.0,4.37,4.04
1981,Chicoutimi-Jonquière,Owner,55 to 64 years,4215.0,3.39,3.0
1981,Chicoutimi-Jonquière,Owner,65 to 74 years,1925.0,2.59,2.02
1981,Chicoutimi-Jonquière,Owner,75 years and over,685.0,2.34,2.0
1981,Chicoutimi-Jonquière,Renter,Total - Age group of primary household maintainer,15230.0,2.55,2.02
1981,Chicoutimi-Jonquière,Renter,15 to 24 years,2385.0,2.09,2.0
1981,Chicoutimi-Jonquière,Renter,25 to 34 years,5170.0,2.59,2.02
1981,Chicoutimi-Jonquière,Renter,35 to 44 years,2230.0,3.2,3.02
1981,Chicoutimi-Jonquière,Renter,45 to 54 years,1660.0,3.1,3.0
1981,Chicoutimi-Jonquière,Renter,55 to 64 years,1835.0,2.53,2.02
1981,Chicoutimi-Jonquière,Renter,65 to 74 years,1370.0,1.86,2.0
1981,Chicoutimi-Jonquière,Renter,75 years and over,580.0,1.7,2.0
1981,Québec CMA,Total - Tenure,Total - Age group of primary household maintainer,195460.0,2.85,3.0
1981,Québec CMA,Total - Tenure,15 to 24 years,14835.0,1.91,2.0
1981,Québec CMA,Total - Tenure,25 to 34 years,53615.0,2.67,3.0
1981,Québec CMA,Total - Tenure,35 to 44 years,41935.0,3.51,4.0
1981,Québec CMA,Total - Tenure,45 to 54 years,32250.0,3.56,4.0
1981,Québec CMA,Total - Tenure,55 to 64 years,26835.0,2.74,2.02
1981,Québec CMA,Total - Tenure,65 to 74 years,18270.0,2.02,2.0
1981,Québec CMA,Total - Tenure,75 years and over,7730.0,1.84,2.0
1981,Québec CMA,Owner,Total - Age group of primary household maintainer,98765.0,3.51,4.0
1981,Québec CMA,Owner,15 to 24 years,1570.0,2.36,2.02
1981,Québec CMA,Owner,25 to 34 years,24395.0,3.27,3.02
1981,Québec CMA,Owner,35 to 44 years,27320.0,3.93,4.0
1981,Québec CMA,Owner,45 to 54 years,20635.0,4.05,4.0
1981,Québec CMA,Owner,55 to 64 years,14660.0,3.25,3.0
1981,Québec CMA,Owner,65 to 74 years,7600.0,2.46,2.02
1981,Québec CMA,Owner,75 years and over,2590.0,2.29,2.0
1981,Québec CMA,Renter,Total - Age group of primary household maintainer,96695.0,2.19,2.0
1981,Québec CMA,Renter,15 to 24 years,13270.0,1.85,2.0
1981,Québec CMA,Renter,25 to 34 years,29220.0,2.16,2.0
1981,Québec CMA,Renter,35 to 44 years,14610.0,2.72,2.02
1981,Québec CMA,Renter,45 to 54 years,11620.0,2.7,2.02
1981,Québec CMA,Renter,55 to 64 years,12170.0,2.14,2.0
1981,Québec CMA,Renter,65 to 74 years,10670.0,1.71,2.0
1981,Québec CMA,Renter,75 years and over,5140.0,1.61,1.01
1981,Trois-Rivières,Total - Tenure,Total - Age group of primary household maintainer,38520.0,2.82,3.0
1981,Trois-Rivières,Total - Tenure,15 to 24 years,2865.0,1.97,2.0
1981,Trois-Rivières,Total - Tenure,25 to 34 years,9530.0,2.79,3.0
1981,Trois-Rivières,Total - Tenure,35 to 44 years,7910.0,3.53,4.0
1981,Trois-Rivières,Total - Tenure,45 to 54 years,6760.0,3.39,3.02
1981,Trois-Rivières,Total - Tenure,55 to 64 years,5685.0,2.57,2.02
1981,Trois-Rivières,Total - Tenure,65 to 74 years,3980.0,1.95,2.0
1981,Trois-Rivières,Total - Tenure,75 years and over,1790.0,1.84,2.0
1981,Trois-Rivières,Owner,Total - Age group of primary household maintainer,20430.0,3.34,3.02
1981,Trois-Rivières,Owner,15 to 24 years,285.0,2.24,2.02
1981,Trois-Rivières,Owner,25 to 34 years,4495.0,3.31,3.02
1981,Trois-Rivières,Owner,35 to 44 years,5375.0,3.88,4.0
1981,Trois-Rivières,Owner,45 to 54 years,4400.0,3.76,4.0
1981,Trois-Rivières,Owner,55 to 64 years,3335.0,2.91,3.0
1981,Trois-Rivières,Owner,65 to 74 years,1825.0,2.26,2.0
1981,Trois-Rivières,Owner,75 years and over,720.0,2.21,2.0
1981,Trois-Rivières,Renter,Total - Age group of primary household maintainer,18085.0,2.24,2.0
1981,Trois-Rivières,Renter,15 to 24 years,2585.0,1.94,2.0
1981,Trois-Rivières,Renter,25 to 34 years,5030.0,2.32,2.0
1981,Trois-Rivières,Renter,35 to 44 years,2540.0,2.79,3.0
1981,Trois-Rivières,Renter,45 to 54 years,2360.0,2.71,2.02
1981,Trois-Rivières,Renter,55 to 64 years,2350.0,2.08,2.0
1981,Trois-Rivières,Renter,65 to 74 years,2155.0,1.69,2.0
1981,Trois-Rivières,Renter,75 years and over,1075.0,1.59,1.01
1981,Montréal,Total - Tenure,Total - Age group of primary household maintainer,1026895.0,2.7,2.02
1981,Montréal,Total - Tenure,15 to 24 years,82520.0,1.87,2.0
1981,Montréal,Total - Tenure,25 to 34 years,250535.0,2.62,2.02
1981,Montréal,Total - Tenure,35 to 44 years,211665.0,3.43,4.0
1981,Montréal,Total - Tenure,45 to 54 years,185105.0,3.27,3.02
1981,Montréal,Total - Tenure,55 to 64 years,150395.0,2.45,2.02
1981,Montréal,Total - Tenure,65 to 74 years,100010.0,1.87,2.0
1981,Montréal,Total - Tenure,75 years and over,46670.0,1.62,1.01
1981,Montréal,Owner,Total - Age group of primary household maintainer,427755.0,3.39,3.02
1981,Montréal,Owner,15 to 24 years,6985.0,2.3,2.0
1981,Montréal,Owner,25 to 34 years,84475.0,3.3,3.02
1981,Montréal,Owner,35 to 44 years,115155.0,3.96,4.0
1981,Montréal,Owner,45 to 54 years,101225.0,3.82,4.0
1981,Montréal,Owner,55 to 64 years,70695.0,2.9,3.0
1981,Montréal,Owner,65 to 74 years,35655.0,2.25,2.0
1981,Montréal,Owner,75 years and over,13565.0,1.95,2.0
1981,Montréal,Renter,Total - Age group of primary household maintainer,599145.0,2.21,2.0
1981,Montréal,Renter,15 to 24 years,75535.0,1.83,2.0
1981,Montréal,Renter,25 to 34 years,166060.0,2.27,2.0
1981,Montréal,Renter,35 to 44 years,96515.0,2.8,3.0
1981,Montréal,Renter,45 to 54 years,83880.0,2.6,2.02
1981,Montréal,Renter,55 to 64 years,79700.0,2.05,2.0
1981,Montréal,Renter,65 to 74 years,64355.0,1.66,2.0
1981,Montréal,Renter,75 years and over,33100.0,1.49,1.01
1981,Ottawa - Hull,Total - Tenure,Total - Age group of primary household maintainer,256375.0,2.73,2.02
1981,Ottawa - Hull,Total - Tenure,15 to 24 years,22325.0,1.9,2.0
1981,Ottawa - Hull,Total - Tenure,25 to 34 years,68840.0,2.6,2.02
1981,Ottawa - Hull,Total - Tenure,35 to 44 years,52390.0,3.56,4.0
1981,Ottawa - Hull,Total - Tenure,45 to 54 years,42365.0,3.4,3.02
1981,Ottawa - Hull,Total - Tenure,55 to 64 years,35990.0,2.44,2.02
1981,Ottawa - Hull,Total - Tenure,65 to 74 years,23100.0,1.85,2.0
1981,Ottawa - Hull,Total - Tenure,75 years and over,11365.0,1.56,1.01
1981,Ottawa - Hull,Owner,Total - Age group of primary household maintainer,134045.0,3.27,3.02
1981,Ottawa - Hull,Owner,15 to 24 years,1820.0,2.51,2.02
1981,Ottawa - Hull,Owner,25 to 34 years,27465.0,3.2,3.02
1981,Ottawa - Hull,Owner,35 to 44 years,34910.0,3.93,4.0
1981,Ottawa - Hull,Owner,45 to 54 years,29420.0,3.75,4.0
1981,Ottawa - Hull,Owner,55 to 64 years,23660.0,2.71,2.02
1981,Ottawa - Hull,Owner,65 to 74 years,12110.0,2.16,2.0
1981,Ottawa - Hull,Owner,75 years and over,4670.0,1.85,2.0
1981,Ottawa - Hull,Renter,Total - Age group of primary household maintainer,122330.0,2.14,2.0
1981,Ottawa - Hull,Renter,15 to 24 years,20500.0,1.84,2.0
1981,Ottawa - Hull,Renter,25 to 34 years,41375.0,2.21,2.0
1981,Ottawa - Hull,Renter,35 to 44 years,17485.0,2.83,3.0
1981,Ottawa - Hull,Renter,45 to 54 years,12945.0,2.62,2.02
1981,Ottawa - Hull,Renter,55 to 64 years,12330.0,1.91,2.0
1981,Ottawa - Hull,Renter,65 to 74 years,10995.0,1.5,1.01
1981,Ottawa - Hull,Renter,75 years and over,6700.0,1.35,1.01
1981,Oshawa,Total - Tenure,Total - Age group of primary household maintainer,50905.0,2.97,3.0
1981,Oshawa,Total - Tenure,15 to 24 years,3990.0,2.21,2.0
1981,Oshawa,Total - Tenure,25 to 34 years,13580.0,3.1,3.0
1981,Oshawa,Total - Tenure,35 to 44 years,10985.0,3.8,4.0
1981,Oshawa,Total - Tenure,45 to 54 years,8915.0,3.41,3.02
1981,Oshawa,Total - Tenure,55 to 64 years,6665.0,2.46,2.02
1981,Oshawa,Total - Tenure,65 to 74 years,4350.0,1.85,2.0
1981,Oshawa,Total - Tenure,75 years and over,2410.0,1.54,1.01
1981,Oshawa,Owner,Total - Age group of primary household maintainer,33855.0,3.28,3.02
1981,Oshawa,Owner,15 to 24 years,730.0,2.66,2.02
1981,Oshawa,Owner,25 to 34 years,8470.0,3.39,3.02
1981,Oshawa,Owner,35 to 44 years,8450.0,4.03,4.0
1981,Oshawa,Owner,45 to 54 years,6950.0,3.6,4.0
1981,Oshawa,Owner,55 to 64 years,5075.0,2.63,2.02
1981,Oshawa,Owner,65 to 74 years,2725.0,2.04,2.0
1981,Oshawa,Owner,75 years and over,1450.0,1.66,2.0
1981,Oshawa,Renter,Total - Age group of primary household maintainer,17055.0,2.35,2.0
1981,Oshawa,Renter,15 to 24 years,3255.0,2.11,2.0
1981,Oshawa,Renter,25 to 34 years,5110.0,2.62,2.02
1981,Oshawa,Renter,35 to 44 years,2530.0,3.03,3.0
1981,Oshawa,Renter,45 to 54 years,1965.0,2.7,2.02
1981,Oshawa,Renter,55 to 64 years,1590.0,1.92,2.0
1981,Oshawa,Renter,65 to 74 years,1635.0,1.52,1.01
1981,Oshawa,Renter,75 years and over,965.0,1.36,1.01
1981,Toronto,Total - Tenure,Total - Age group of primary household maintainer,1040340.0,2.84,3.0
1981,Toronto,Total - Tenure,15 to 24 years,64960.0,2.04,2.0
1981,Toronto,Total - Tenure,25 to 34 years,257525.0,2.7,2.02
1981,Toronto,Total - Tenure,35 to 44 years,217915.0,3.58,4.0
1981,Toronto,Total - Tenure,45 to 54 years,193095.0,3.47,3.02
1981,Toronto,Total - Tenure,55 to 64 years,151545.0,2.58,2.02
1981,Toronto,Total - Tenure,65 to 74 years,99480.0,1.91,2.0
1981,Toronto,Total - Tenure,75 years and over,55825.0,1.58,1.01
1981,Toronto,Owner,Total - Age group of primary household maintainer,587305.0,3.34,3.02
1981,Toronto,Owner,15 to 24 years,7490.0,2.61,2.02
1981,Toronto,Owner,25 to 34 years,106845.0,3.3,3.02
1981,Toronto,Owner,35 to 44 years,143530.0,4.0,4.0
1981,Toronto,Owner,45 to 54 years,141215.0,3.82,4.0
1981,Toronto,Owner,55 to 64 years,105310.0,2.88,3.0
1981,Toronto,Owner,65 to 74 years,56840.0,2.21,2.0
1981,Toronto,Owner,75 years and over,26075.0,1.88,2.0
1981,Toronto,Renter,Total - Age group of primary household maintainer,453030.0,2.18,2.0
1981,Toronto,Renter,15 to 24 years,57465.0,1.97,2.0
1981,Toronto,Renter,25 to 34 years,150675.0,2.28,2.0
1981,Toronto,Renter,35 to 44 years,74390.0,2.78,3.0
1981,Toronto,Renter,45 to 54 years,51880.0,2.52,2.02
1981,Toronto,Renter,55 to 64 years,46230.0,1.91,2.0
1981,Toronto,Renter,65 to 74 years,42645.0,1.51,1.01
1981,Toronto,Renter,75 years and over,29750.0,1.32,1.01
1981,Hamilton,Total - Tenure,Total - Age group of primary household maintainer,190245.0,2.8,2.02
1981,Hamilton,Total - Tenure,15 to 24 years,13360.0,1.96,2.0
1981,Hamilton,Total - Tenure,25 to 34 years,42560.0,2.86,3.0
1981,Hamilton,Total - Tenure,35 to 44 years,35605.0,3.76,4.0
1981,Hamilton,Total - Tenure,45 to 54 years,34045.0,3.43,3.02
1981,Hamilton,Total - Tenure,55 to 64 years,30790.0,2.45,2.02
1981,Hamilton,Total - Tenure,65 to 74 years,21695.0,1.86,2.0
1981,Hamilton,Total - Tenure,75 years and over,12195.0,1.53,1.01
1981,Hamilton,Owner,Total - Age group of primary household maintainer,120640.0,3.22,3.02
1981,Hamilton,Owner,15 to 24 years,2090.0,2.49,2.02
1981,Hamilton,Owner,25 to 34 years,22710.0,3.35,3.02
1981,Hamilton,Owner,35 to 44 years,26720.0,4.05,4.0
1981,Hamilton,Owner,45 to 54 years,26625.0,3.7,4.0
1981,Hamilton,Owner,55 to 64 years,22705.0,2.69,2.02
1981,Hamilton,Owner,65 to 74 years,13460.0,2.07,2.0
1981,Hamilton,Owner,75 years and over,6330.0,1.73,2.0
1981,Hamilton,Renter,Total - Age group of primary household maintainer,69605.0,2.08,2.0
1981,Hamilton,Renter,15 to 24 years,11270.0,1.86,2.0
1981,Hamilton,Renter,25 to 34 years,19845.0,2.31,2.0
1981,Hamilton,Renter,35 to 44 years,8885.0,2.88,3.0
1981,Hamilton,Renter,45 to 54 years,7420.0,2.45,2.0
1981,Hamilton,Renter,55 to 64 years,8085.0,1.78,2.0
1981,Hamilton,Renter,65 to 74 years,8235.0,1.52,1.01
1981,Hamilton,Renter,75 years and over,5860.0,1.3,1.01
1981,St. Catharines - Niagara,Total - Tenure,Total - Age group of primary household maintainer,106490.0,2.81,2.02
1981,St. Catharines - Niagara,Total - Tenure,15 to 24 years,6745.0,2.07,2.0
1981,St. Catharines - Niagara,Total - Tenure,25 to 34 years,21875.0,3.03,3.0
1981,St. Catharines - Niagara,Total - Tenure,35 to 44 years,19125.0,3.84,4.0
1981,St. Catharines - Niagara,Total - Tenure,45 to 54 years,18445.0,3.43,3.02
1981,St. Catharines - Niagara,Total - Tenure,55 to 64 years,18815.0,2.42,2.02
1981,St. Catharines - Niagara,Total - Tenure,65 to 74 years,13645.0,1.81,2.0
1981,St. Catharines - Niagara,Total - Tenure,75 years and over,7835.0,1.57,1.01
1981,St. Catharines - Niagara,Owner,Total - Age group of primary household maintainer,75560.0,3.09,3.0
1981,St. Catharines - Niagara,Owner,15 to 24 years,1440.0,2.48,2.02
1981,St. Catharines - Niagara,Owner,25 to 34 years,13585.0,3.38,4.0
1981,St. Catharines - Niagara,Owner,35 to 44 years,15120.0,4.08,4.0
1981,St. Catharines - Niagara,Owner,45 to 54 years,15290.0,3.64,4.0
1981,St. Catharines - Niagara,Owner,55 to 64 years,15150.0,2.57,2.02
1981,St. Catharines - Niagara,Owner,65 to 74 years,9890.0,1.95,2.0
1981,St. Catharines - Niagara,Owner,75 years and over,5090.0,1.72,2.0
1981,St. Catharines - Niagara,Renter,Total - Age group of primary household maintainer,30925.0,2.13,2.0
1981,St. Catharines - Niagara,Renter,15 to 24 years,5305.0,1.95,2.0
1981,St. Catharines - Niagara,Renter,25 to 34 years,8290.0,2.46,2.02
1981,St. Catharines - Niagara,Renter,35 to 44 years,4010.0,2.95,3.0
1981,St. Catharines - Niagara,Renter,45 to 54 years,3160.0,2.44,2.0
1981,St. Catharines - Niagara,Renter,55 to 64 years,3665.0,1.78,2.0
1981,St. Catharines - Niagara,Renter,65 to 74 years,3750.0,1.45,1.01
1981,St. Catharines - Niagara,Renter,75 years and over,2750.0,1.3,1.01
1981,Kitchener,Total - Tenure,Total - Age group of primary household maintainer,99395.0,2.84,3.0
1981,Kitchener,Total - Tenure,15 to 24 years,9405.0,2.06,2.0
1981,Kitchener,Total - Tenure,25 to 34 years,25925.0,2.92,3.0
1981,Kitchener,Total - Tenure,35 to 44 years,19365.0,3.82,4.0
1981,Kitchener,Total - Tenure,45 to 54 years,16035.0,3.44,3.02
1981,Kitchener,Total - Tenure,55 to 64 years,13265.0,2.43,2.02
1981,Kitchener,Total - Tenure,65 to 74 years,9660.0,1.79,2.0
1981,Kitchener,Total - Tenure,75 years and over,5745.0,1.55,1.01
1981,Kitchener,Owner,Total - Age group of primary household maintainer,60410.0,3.25,3.02
1981,Kitchener,Owner,15 to 24 years,1150.0,2.59,2.02
1981,Kitchener,Owner,25 to 34 years,13280.0,3.41,4.0
1981,Kitchener,Owner,35 to 44 years,14215.0,4.1,4.0
1981,Kitchener,Owner,45 to 54 years,12635.0,3.68,4.0
1981,Kitchener,Owner,55 to 64 years,9870.0,2.62,2.02
1981,Kitchener,Owner,65 to 74 years,6140.0,1.96,2.0
1981,Kitchener,Owner,75 years and over,3130.0,1.76,2.0
1981,Kitchener,Renter,Total - Age group of primary household maintainer,38985.0,2.21,2.0
1981,Kitchener,Renter,15 to 24 years,8255.0,1.99,2.0
